primaryTitle,genres,directors,writers,averageRating,gross
Transporter 3,"['Action', 'Crime', 'Thriller']",['nm0576298'],"['nm0000108', 'nm0436543']",6.1,107235592
Treasure Planet,"['Adventure', 'Animation', 'Family']","['nm0166256', 'nm0615780']","['nm0829044', 'nm0166256', 'nm0615780', 'nm0972395', 'nm0254645', 'nm0744429']",7.1,91800000
Tremors,"['Comedy', 'Horror']",['nm0881038'],"['nm0934093', 'nm0534681', 'nm0881038']",7.2,16667084
Trespass,"['Crime', 'Drama', 'Thriller']",['nm0001708'],['nm2244980'],5.3,13747138
Trespass,"['Action', 'Thriller']",['nm0001353'],"['nm0301826', 'nm0000709']",6.2,13747138
Trolls,"['Adventure', 'Animation', 'Comedy']","['nm0230666', 'nm0593610']","['nm0008743', 'nm0074184', 'nm1106214', 'nm8540931']",6.5,344118105
Tropic Thunder,"['Action', 'Adventure', 'Comedy']",['nm0001774'],"['nm0857620', 'nm0001774', 'nm1000113']",7.0,191145256
Troy,"['Drama', 'History', 'Romance']",['nm0000583'],"['nm0392955', 'nm1125275']",7.2,484161265
True Grit,"['Adventure', 'Drama', 'Western']","['nm0001054', 'nm0001053']","['nm0001054', 'nm0001053', 'nm0692427']",7.6,252276928
True Lies,"['Action', 'Comedy', 'Thriller']",['nm0000116'],"['nm0956022', 'nm0584770', 'nm0436687', 'nm0000116']",7.2,365300000
True Romance,"['Crime', 'Drama', 'Romance']",['nm0001716'],"['nm0000233', 'nm0000812']",7.9,12309980
Turbo,"['Adventure', 'Animation', 'Comedy']",['nm1659741'],"['nm0501359', 'nm1557909', 'nm1659741']",6.4,286896578
Twilight,"['Drama', 'Fantasy', 'Romance']",['nm0362566'],"['nm0742279', 'nm2769412']",5.2,402280159
Twilight,"['Drama', 'War']",['nm2053648'],"['nm0092929', 'nm2049784']",6.8,402280159
Twilight,"['Crime', 'Drama', 'Mystery']",['nm0000914'],"['nm0000914', 'nm0751720']",6.2,402280159
Twilight,['Crime'],['nm0270487'],"['nm0246959', 'nm0270487']",7.4,402280159
Twister,"['Action', 'Adventure', 'Drama']",['nm0000957'],"['nm0000341', 'nm0551926']",6.3,495700000
Two Brothers,"['Adventure', 'Drama', 'Family']",['nm0000269'],"['nm0323708', 'nm0000269', 'nm0271501']",7.1,62176754
Two Brothers,['\\N'],['\\N'],['\\N'],5.9,62176754
Two Weeks Notice,"['Comedy', 'Romance']",['nm0492909'],['nm0492909'],6.1,199043309
U-571,"['Action', 'War']",['nm0609236'],"['nm0609236', 'nm0599924', 'nm0043742']",6.6,127630030
U.S. Marshals,"['Action', 'Crime', 'Thriller']",['nm0000829'],"['nm0400403', 'nm0688282']",6.5,57833603
Ulee's Gold,['Drama'],['nm0638033'],['nm0638033'],7.1,15600000
Unbreakable,"['Adventure', 'Biography', 'Documentary']",['nm3145173'],['nm3145173'],7.2,248099143
Unbreakable,"['Drama', 'Mystery', 'Sci-Fi']",['nm0796117'],['nm0796117'],7.3,248099143
Unbroken,"['Biography', 'Drama', 'Sport']",['nm0001401'],"['nm0001054', 'nm0001053', 'nm0481418', 'nm0629933', 'nm1227780']",7.2,163527824
Under Siege,"['Action', 'Thriller']",['nm0001112'],['nm0493369'],6.5,156563139
Under Siege 2: Dark Territory,"['Action', 'Thriller']",['nm0614276'],"['nm0368818', 'nm0716257', 'nm0493369']",5.4,104324083
Under the Tuscan Sun,"['Comedy', 'Drama', 'Romance']",['nm0920108'],"['nm1217227', 'nm0920108']",6.8,57490024
Undercover Blues,['Crime'],['nm0156566'],"['nm0521808', 'nm1001051']",5.2,12416686
Undercover Blues,"['Comedy', 'Crime']",['nm0006889'],['nm0009183'],6.0,12416686
Undercover Brother,"['Action', 'Comedy']",['nm0002700'],"['nm0725983', 'nm0567112']",5.8,40796145
Underdog,['Drama'],['nm2585445'],['nm2585445'],6.3,65033328
Underdog,"['Action', 'Adventure', 'Comedy']",['nm0238865'],"['nm0726472', 'nm1764920', 'nm1958979', 'nm0081794']",4.8,65033328
Underworld,"['Crime', 'Drama', 'Thriller']",['nm5551688'],['nm9608474'],6.6,95708457
Underworld,"['Action', 'Fantasy', 'Thriller']",['nm0936482'],"['nm0340485', 'nm0936482', 'nm0564286']",7.0,95708457
Underworld,"['Comedy', 'Thriller']",['nm0002337'],['nm0084114'],4.9,95708457
Underworld: Blood Wars,"['Action', 'Adventure', 'Fantasy']",['nm0283816'],"['nm2309430', 'nm2040359', 'nm0340485', 'nm0936482', 'nm0564286']",5.8,81209536
Underworld: Evolution,"['Action', 'Adventure', 'Fantasy']",['nm0936482'],"['nm0564286', 'nm0936482', 'nm0340485']",6.7,113417762
Unfaithful,"['Adult', 'Drama']",['nm3647768'],['nm3647768'],4.0,119114494
Unfaithful,"['Drama', 'Thriller']",['nm0001490'],"['nm0001031', 'nm0765091', 'nm0115310']",6.7,119114494
Unforgiven,['Drama'],['nm3550361'],"['nm3550361', 'nm7816887', 'nm5702037', 'nm9286149']",6.4,159157447
Unforgiven,"['Action', 'Crime', 'Drama']",['nm0498212'],"['nm0672459', 'nm0498212']",7.2,159157447
Unforgiven,"['Drama', 'Western']",['nm0000142'],['nm0672459'],8.2,159157447
United 93,"['Drama', 'History', 'Thriller']",['nm0339030'],['nm0339030'],7.6,77635035
Universal Soldier,"['Action', 'Sci-Fi']",['nm0000386'],"['nm0745330', 'nm0500609', 'nm0002041']",6.0,36299898
Unknown,['Drama'],['nm0261309'],['nm0261309'],7.1,136123083
Unknown,"['Action', 'Mystery', 'Thriller']",['nm1429471'],"['nm0124700', 'nm0180508', 'nm0885857']",6.9,136123083
Unknown,"['Crime', 'Drama', 'Mystery']",['nm1868746'],['nm1564589'],6.5,136123083
Unknown,"['Drama', 'Mystery', 'Romance']",['nm1994065'],['nm1994065'],7.2,136123083
Unlawful Entry,"['Crime', 'Drama', 'Thriller']",['nm0438279'],"['nm0701217', 'nm0441205', 'nm0171474']",6.3,57138719
Unstoppable,"['Action', 'Crime']",['nm7950804'],['nm7950804'],6.4,165720921
Unstoppable,['Documentary'],['nm0229544'],['nm0131647'],4.3,165720921
Unstoppable,"['Action', 'Thriller']",['nm0001716'],['nm0093560'],6.8,165720921
Unstoppable,"['Action', 'Adventure', 'Drama']",['nm0141222'],['nm1129343'],5.0,165720921
Untamed Heart,"['Comedy', 'Drama', 'Romance']",['nm0082300'],['nm0797220'],6.8,18899204
Untraceable,"['Crime', 'Horror', 'Mystery']",['nm0387706'],"['nm1435457', 'nm1440026', 'nm0122335']",6.2,52649951
Up,"['Adventure', 'Animation', 'Comedy']","['nm0230032', 'nm0677037']","['nm0230032', 'nm0677037', 'nm0565336']",8.3,731463377
Up Close & Personal,"['Drama', 'Romance']",['nm0000816'],"['nm0225820', 'nm0242869', 'nm1086191']",6.1,100645801
Up in the Air,"['Drama', 'Romance']",['nm0718646'],"['nm1174529', 'nm0718646', 'nm1417242']",7.4,166842739
Urban Legend,"['Horror', 'Mystery']",['nm0087595'],['nm0395531'],5.5,72571864
Urban Legends: Final Cut,"['Horror', 'Mystery', 'Thriller']",['nm0653211'],"['nm0395531', 'nm0090199', 'nm0220600']",4.2,38574362
Used People,"['Comedy', 'Drama', 'Romance']",['nm0452319'],['nm0333804'],6.1,17957265
V for Vendetta,"['Action', 'Drama', 'Sci-Fi']",['nm0574625'],"['nm0905152', 'nm0905154', 'nm2331222']",8.2,130214162
V.I. Warshawski,"['Action', 'Comedy', 'Crime']",['nm0437596'],"['nm0661386', 'nm0852324', 'nm0169173', 'nm0857904']",4.9,11128309
Vacation,"['Adventure', 'Comedy']","['nm0197855', 'nm0326246']","['nm0000455', 'nm0326246', 'nm0197855']",6.1,102306500
Vacation,['Drama'],['nm3036194'],"['nm0949023', 'nm3040914']",7.1,102306500
Vacation,['Drama'],['nm0037575'],['nm0037575'],6.4,102306500
Valentine's Day,"['Comedy', 'Romance']",['nm0005190'],"['nm0297545', 'nm0463359', 'nm0799050']",5.7,217569328
Valentine's Day,"['Comedy', 'Thriller']",['nm2041748'],['nm2041748'],8.1,217569328
Valentine's Day,['\\N'],['nm0393682'],['nm0393682'],5.5,217569328
Valiant,"['Adventure', 'Animation', 'Comedy']",['nm1369705'],"['nm1498344', 'nm0441750', 'nm1276664']",5.6,64188387
Valkyrie,"['Drama', 'History', 'Thriller']",['nm0001741'],"['nm0003160', 'nm1267492']",7.1,203932174
Vampire in Brooklyn,"['Comedy', 'Fantasy', 'Horror']",['nm0000127'],"['nm0614151', 'nm0524710', 'nm0662134', 'nm0000552', 'nm0528487']",4.5,19637147
Vampires,"['Comedy', 'Fantasy', 'Horror']",['nm0486994'],"['nm1064845', 'nm0486994']",6.2,20268825
Vampires,"['Action', 'Horror', 'Thriller']",['nm0000118'],"['nm0824139', 'nm0415979']",6.1,20268825
Vampires Suck,['Comedy'],"['nm0294997', 'nm0783536']","['nm0294997', 'nm0783536']",3.4,81424988
Van Helsing,"['Action', 'Adventure', 'Fantasy']",['nm0814085'],['nm0814085'],6.1,300150546
Vanilla Sky,"['Fantasy', 'Mystery', 'Romance']",['nm0001081'],"['nm0024622', 'nm0317834', 'nm0001081']",6.9,202726605
Vantage Point,"['Action', 'Crime', 'Drama']",['nm0871428'],['nm1633356'],6.6,150886329
Varsity Blues,"['Comedy', 'Drama', 'Romance']",['nm0005367'],['nm0407717'],6.5,54294169
Vegas Vacation,['Comedy'],['nm0450387'],"['nm0068183', 'nm0003032']",5.9,36470465
Vertical Limit,"['Action', 'Adventure', 'Drama']",['nm0132709'],"['nm0455207', 'nm0371249']",5.9,213500000
Very Bad Things,"['Comedy', 'Crime', 'Thriller']",['nm0000916'],['nm0000916'],6.3,21094974
Veteran,"['Action', 'Comedy', 'Crime']",['nm0753423'],"['nm2239639', 'nm0753423']",7.0,90498430
Vicky Cristina Barcelona,"['Drama', 'Romance']",['nm0000095'],['nm0000095'],7.1,104504817
Virtuosity,"['Biography', 'Documentary', 'Music']",['nm0929349'],['nm0929349'],7.7,23998226
Virtuosity,"['Action', 'Crime', 'Sci-Fi']",['nm0502577'],['nm0077171'],5.6,23998226
Virus,"['Mystery', 'Sci-Fi', 'Thriller']",['nm3198905'],['nm3198905'],5.4,30626690
Virus,['Thriller'],['nm1198205'],['nm1198205'],6.9,30626690
Virus,"['Action', 'Horror', 'Sci-Fi']",['nm0116497'],"['nm0679326', 'nm0271022']",4.9,30626690
Virus,"['Action', 'Thriller']",['nm0326161'],['nm0822049'],2.8,30626690
Volcano,"['Comedy', 'Drama']",['nm4473366'],"['nm7303199', 'nm4473366', 'nm8173962']",7.2,120100000
Volcano,['Drama'],['nm1242172'],['nm1242172'],7.2,120100000
Volcano,"['Action', 'Drama', 'Sci-Fi']",['nm0413875'],"['nm0035749', 'nm0712753']",5.5,120100000
Volver,"['Comedy', 'Crime', 'Drama']",['nm0000264'],['nm0000264'],7.6,87226613
Wag the Dog,"['Comedy', 'Drama']",['nm0001469'],"['nm0067248', 'nm0377088', 'nm0000519']",7.1,64252038
Waiting to Exhale,"['Comedy', 'Drama', 'Romance']",['nm0001845'],"['nm0573334', 'nm0060103']",5.8,81347948
Waking Ned Devine,['Comedy'],['nm0428600'],['nm0428600'],7.4,55193251
Walk the Line,"['Biography', 'Drama', 'Music']",['nm0003506'],"['nm0143599', 'nm0219456', 'nm0003506', 'nm1789517']",7.9,187707495
Walking Tall,"['Action', 'Crime']",['nm0106230'],"['nm0109858', 'nm0458318', 'nm0316888', 'nm0505522', 'nm0002718']",6.3,47313824
Wanted,"['Action', 'Drama', 'Romance']",['nm2645488'],"['nm2645488', 'nm2581448']",4.4,342416460
Wanted,['Action'],['nm3359146'],"['nm5017699', 'nm5415746', 'nm3428237']",6.3,342416460
Wanted,"['Action', 'Crime', 'Thriller']",['nm0222150'],"['nm2177665', 'nm1879189', 'nm1209132', 'nm0019507', 'nm1236022', 'nm0700872', 'nm0792767']",6.6,342416460
Wanted,"['Action', 'Crime', 'Fantasy']",['nm0067457'],"['nm0104973', 'nm0351929', 'nm0604555', 'nm2092839', 'nm1631852']",6.7,342416460
Wanted,"['Action', 'Crime', 'Thriller']",['nm1199770'],"['nm0698184', 'nm2494251']",4.9,342416460
Wanted,['Fantasy'],['nm0796361'],['nm0233544'],6.9,342416460
Wanted,"['Drama', 'Thriller']",['nm0641496'],"['nm0641496', 'nm0777354']",4.3,342416460
Wanted,"['Action', 'Comedy']",['nm0161229'],"['nm0938852', 'nm0161229', 'nm0250647', 'nm0461935', 'nm0751096', 'nm0848967']",4.3,342416460
War Dogs,"['Comedy', 'Crime', 'Drama']",['nm0680846'],"['nm0157787', 'nm0680846', 'nm1429512', 'nm0493225']",7.1,86234523
War Horse,['Drama'],['\\N'],"['nm4312900', 'nm0606190']",8.6,156815529
War Horse,"['Drama', 'History', 'War']",['nm0000229'],"['nm0355822', 'nm0193485', 'nm0606190', 'nm4312900']",7.2,156815529
War Room,['Drama'],['nm1731937'],"['nm1731937', 'nm1726854']",6.4,73975239
War of the Worlds,['Sci-Fi'],['nm5069917'],"['nm5069917', 'nm0920229']",6.5,606836535
War of the Worlds,"['Adventure', 'Sci-Fi', 'Thriller']",['nm0000229'],"['nm0295264', 'nm0462895', 'nm0920229']",6.5,606836535
Warcraft,"['Action', 'Adventure', 'Fantasy']",['nm1512910'],"['nm0495378', 'nm1512910']",6.9,425526153
Warm Bodies,"['Comedy', 'Horror', 'Romance']",['nm1349522'],"['nm3772853', 'nm1349522']",6.9,115121608
Watchmen,"['Action', 'Drama', 'Mystery']",['nm0811583'],"['nm0371684', 'nm0874844', 'nm1733301', 'nm0600872']",7.6,186976250
Water for Elephants,"['Drama', 'Romance']",['nm1349376'],"['nm0481418', 'nm2717485']",6.9,116809717
Waterworld,"['Action', 'Adventure', 'Sci-Fi']",['nm0721817'],"['nm0705474', 'nm0878638']",6.2,264246220
Wayne's World,"['Comedy', 'Music']",['nm0790715'],"['nm0000196', 'nm0877425', 'nm0877901']",7.0,183097323
Wayne's World 2,"['Comedy', 'Music']",['nm0839660'],"['nm0000196', 'nm0877425', 'nm0877901']",6.2,47965000
We Bought a Zoo,"['Comedy', 'Drama', 'Family']",['nm0001081'],"['nm0112459', 'nm0001081', 'nm3349167']",7.1,118729073
We Were Soldiers,"['Action', 'Drama', 'History']",['nm0908824'],"['nm1051840', 'nm1129929', 'nm0908824']",7.2,114658262
We're the Millers,"['Comedy', 'Crime']",['nm1098493'],"['nm1462097', 'nm0264520', 'nm1890845', 'nm1898234']",7.0,267816276
Wedding Crashers,"['Comedy', 'Romance']",['nm0229694'],"['nm0264520', 'nm1462097']",7.0,283218368
Weekend at Bernie's II,"['Adventure', 'Comedy', 'Fantasy']",['nm0458228'],['nm0458228'],4.7,12741891
Welcome to Dongmakgol,"['Comedy', 'Drama', 'War']",['nm2019556'],"['nm0151733', 'nm0453539', 'nm2019556']",7.7,48000000
Whale Rider,"['Drama', 'Family']",['nm0138927'],"['nm0138927', 'nm1065547']",7.6,39374600
What About Bob?,['Comedy'],['nm0000568'],"['nm0765091', 'nm0957205', 'nm0776114']",7.0,63710000
What Dreams May Come,"['Drama', 'Fantasy', 'Romance']",['nm0911910'],"['nm0558577', 'nm0060103']",7.0,71485043
What Lies Beneath,"['Drama', 'Fantasy', 'Horror']",['nm0000709'],"['nm0163988', 'nm0449576']",6.6,288693989
What Women Want,"['Comedy', 'Romance', 'Sci-Fi']",['nm0155201'],"['nm0326092', 'nm0951135', 'nm0236884', 'nm0155201', 'nm3914804']",5.6,374105123
What Women Want,"['Comedy', 'Fantasy', 'Romance']",['nm0583600'],"['nm0326092', 'nm0951135', 'nm0236884']",6.4,374105123
What to Expect When You're Expecting,"['Comedy', 'Drama', 'Romance']",['nm0428600'],"['nm0189272', 'nm0352320', 'nm3763939']",5.7,88473016
What's the Worst That Could Happen?,"['Comedy', 'Crime']",['nm0918873'],"['nm0922799', 'nm0152466']",5.5,38462071
When a Man Loves a Woman,"['Comedy', 'Drama', 'Romance']",['nm0084713'],['nm0084713'],6.9,50021959
When a Man Loves a Woman,"['Drama', 'Romance']",['nm0001502'],"['nm0060103', 'nm0291253']",6.6,50021959
When a Stranger Calls,"['Horror', 'Thriller']",['nm0922346'],"['nm0908411', 'nm0270841', 'nm0910510']",5.1,67215435
Where the Heart Is,"['Comedy', 'Drama', 'Romance']",['nm0931285'],"['nm0304665', 'nm0541632', 'nm0504819']",6.8,40862054
Where the Heart Is,"['Comedy', 'Drama', 'Romance']",['nm0350168'],"['nm0049924', 'nm0350168', 'nm0587271']",6.6,40862054
Where the Heart Is,"['Comedy', 'Drama']",['nm0000958'],"['nm0095579', 'nm0000958']",6.1,40862054
Where the Wild Things Are,"['Adventure', 'Drama', 'Family']",['nm0005069'],"['nm0005069', 'nm1101630', 'nm0784124']",6.8,99123656
While You Were Sleeping,"['Comedy', 'Drama', 'Romance']",['nm0005509'],"['nm0838015', 'nm0495863']",6.7,182057016
Whispers in the Dark,"['Drama', 'Mystery', 'Thriller']",['nm0189610'],['nm0189610'],5.6,11124511
White Chicks,"['Comedy', 'Crime']",['nm0005540'],"['nm0005540', 'nm0915465', 'nm0005541', 'nm0568377', 'nm0811360', 'nm0177348']",5.5,111448997
White Fang,"['Adventure', 'Animation']",['nm3115348'],"['nm0296829', 'nm0513371', 'nm0518711', 'nm0597963']",7.0,34729091
White Fang,"['Adventure', 'Drama']",['nm0459170'],"['nm0518711', 'nm0742236', 'nm0857904', 'nm0266409']",6.7,34729091
White Fang,"['Adventure', 'Animation', 'Family']",['\\N'],['\\N'],6.2,34729091
White House Down,"['Action', 'Drama', 'Thriller']",['nm0000386'],['nm0888743'],6.4,205440387
White Men Can't Jump,"['Comedy', 'Drama', 'Sport']",['nm0005421'],['nm0005421'],6.7,90753806
White Noise,"['Drama', 'Horror', 'Mystery']",['nm0768249'],['nm0425894'],5.5,92094360
White Noise,['Drama'],['nm1802260'],['nm4876673'],6.2,92094360
White Palace,"['Drama', 'Romance']",['nm0001502'],"['nm0767430', 'nm0848217', 'nm0765091']",6.5,17487531
Why Did I Get Married Too?,"['Comedy', 'Drama', 'Romance']",['nm1347153'],['nm1347153'],4.6,60831067
Why Him?,['Comedy'],['nm0357453'],"['nm0357453', 'nm0375043', 'nm1706767']",6.2,117439538
Wild Hogs,"['Adventure', 'Comedy']",['nm0065608'],['nm0178589'],5.9,253555383
Wild Things,"['Crime', 'Drama', 'Mystery']",['nm0573796'],['nm0002983'],6.5,55576699
Wild Wild West,"['Action', 'Comedy', 'Sci-Fi']",['nm0001756'],"['nm0859029', 'nm0859049', 'nm0934093', 'nm0534681', 'nm0696949', 'nm0780620']",4.9,221229335
Wild at Heart,['\\N'],"['nm3252564', 'nm0387293']",['\\N'],5.8,14560000
Wild at Heart,"['Comedy', 'Crime', 'Drama']",['nm0000186'],"['nm0317510', 'nm0000186']",7.2,14560000
Wimbledon,"['Comedy', 'Romance', 'Sport']",['nm0518644'],"['nm0111845', 'nm0280814', 'nm0505662']",6.3,41666476
Windtalkers,"['Action', 'Drama', 'War']",['nm0000247'],"['nm0723468', 'nm0061337']",6.0,77628265
Winged Migration,['Documentary'],"['nm0167384', 'nm0674742', 'nm0213340']","['nm1607471', 'nm1144320', 'nm1609149', 'nm0674774', 'nm0674742', 'nm1183476']",8.0,39134983
Wings of Courage,"['Adventure', 'Romance']",['nm0000269'],"['nm0323708', 'nm0000269']",6.5,34240094
With Honors,"['Comedy', 'Drama']",['nm0450194'],['nm0557895'],6.7,20043254
Without a Paddle,"['Adventure', 'Comedy', 'Mystery']",['nm0109359'],"['nm0937748', 'nm0325214', 'nm0638218', 'nm0499343', 'nm0745861']",5.9,65121280
Wolf,['Drama'],['nm4091190'],"['nm4091190', 'nm4091980']",4.0,131011757
Wolf,"['Crime', 'Drama', 'Thriller']",['nm2165987'],['nm2165987'],7.3,131011757
Wolf,"['Drama', 'Family']",['nm1437568'],['nm1437568'],6.9,131011757
Wolf,"['Action', 'Crime', 'Drama']",['nm1029033'],['\\N'],4.7,131011757
Wolf,"['Action', 'Adventure', 'Drama']",['nm0019242'],['nm0252478'],6.1,131011757
Wolf,['Thriller'],['nm0183984'],['nm1509740'],7.0,131011757
Wolf,"['Drama', 'Horror', 'Romance']",['nm0001566'],"['nm0365659', 'nm0834338']",6.2,131011757
Wonder Boys,"['Comedy', 'Drama']",['nm0000436'],"['nm0149290', 'nm0460141']",7.4,33422485
World Trade Center,"['Drama', 'History', 'Thriller']",['nm0000231'],"['nm0075696', 'nm2225418', 'nm2228493', 'nm2223804', 'nm2226834']",6.0,163295654
World War Z,"['Action', 'Adventure', 'Horror']",['nm0286975'],"['nm1996352', 'nm1206844', 'nm0511541', 'nm0833089', 'nm0112150']",7.0,531514650
Wrath of the Titans,"['Action', 'Adventure', 'Fantasy']",['nm0509448'],"['nm2669197', 'nm0424901', 'nm0075528', 'nm0189117']",5.7,305270083
Wreck-It Ralph,"['Adventure', 'Animation', 'Comedy']",['nm0601781'],"['nm1601882', 'nm1601644', 'nm0000604', 'nm0505946', 'nm2972864', 'nm0601781', 'nm0714114']",7.7,496511521
Wyatt Earp,"['Adventure', 'Biography', 'Crime']",['nm0001410'],"['nm0330108', 'nm0001410']",6.7,25052000
X-Men,"['Action', 'Adventure', 'Sci-Fi']",['nm0001741'],"['nm0220892', 'nm0001741', 'nm0371684']",7.4,296872367
X-Men 2,"['Action', 'Adventure', 'Sci-Fi']",['nm0001741'],"['nm0672015', 'nm0371684', 'nm0001741', 'nm1002424', 'nm0003529']",7.5,406875536
X-Men Origins: Wolverine,"['Action', 'Adventure', 'Sci-Fi']",['nm0004303'],"['nm1125275', 'nm0940790']",6.6,374825760
X-Men: Apocalypse,"['Action', 'Adventure', 'Sci-Fi']",['nm0001741'],"['nm1334526', 'nm0001741', 'nm1002424', 'nm0003529', 'nm0456158', 'nm0498278']",7.0,542538822
X-Men: Days of Future Past,"['Action', 'Adventure', 'Sci-Fi']",['nm0001741'],"['nm1334526', 'nm0963359', 'nm0891216', 'nm0126208', 'nm0236854', 'nm0456158', 'nm0498278', 'nm0739661', 'nm0859471', 'nm0918083', 'nm0973233', 'nm1079208', 'nm1079211', 'nm1079460', 'nm1245146', 'nm1411347', 'nm1504567', 'nm1598145', 'nm1895010', 'nm2013203', 'nm3481808', 'nm4088214', 'nm4563877', 'nm5675376', 'nm8073661']",8.0,747862775
X-Men: First Class,"['Action', 'Adventure', 'Sci-Fi']",['nm0891216'],"['nm1005420', 'nm0826714', 'nm0963359', 'nm0891216', 'nm1417242', 'nm0001741', 'nm0456158', 'nm0498278']",7.7,355408305
X-Men: The Last Stand,"['Action', 'Adventure', 'Sci-Fi']",['nm0711840'],"['nm1334526', 'nm0672015']",6.7,459260946
Year One,"['Adventure', 'Comedy']",['nm0000601'],"['nm0000601', 'nm1969144', 'nm1072409']",4.9,57604723
Year One,"['Action', 'Adventure', 'Drama']",['nm0613318'],['nm0613318'],3.6,57604723
Year of the Gun,"['Action', 'Romance', 'Thriller']",['nm0001239'],"['nm0582949', 'nm0024388']",5.7,11820000
Yes Man,"['Comedy', 'Romance']",['nm0715636'],"['nm0831557', 'nm0666871', 'nm2361949', 'nm0991245']",6.8,225990976
Yogi Bear,"['Adventure', 'Animation', 'Comedy']",['nm0108094'],"['nm0893262', 'nm0827985', 'nm0178589', 'nm0053484', 'nm0360253', 'nm9249394']",4.6,204774690
You Got Served,"['Drama', 'Music']",['nm0831321'],['nm0831321'],3.6,50811858
